         50 0.936299    0.936299           2 
         53 0.963984    0.963984           2 
         49 0.917859    0.917859           2 
         46 0.941242    0.941242           2 
         40 0.960631    0.960631           2 
         34 0.959469    0.959469           2 
         60 0.883164    0.883164           2 
         57 0.911217    0.901767           2 
         39 0.982785     0.98375           2 
         42 0.820322    0.820322           3 
         51 0.928086    0.928086           2 
         43 0.884904    0.884904           2 
         52 0.921685    0.921583           2 
         38 0.982749    0.983638           2 
         56 0.929651    0.929651           2 
         52 0.863009    0.857308           2 
         28 0.981626    0.981626           2 
         91 0.714331    0.714331           3 
         46 0.921552    0.921552           2 
         73 0.805373    0.805373           3 
         26 0.990509    0.990509           2 
         55 0.920077    0.920176           2 
         31 0.984996    0.986825           2 
         41 0.928475    0.931324           2 
         49 0.955291    0.954956           2 
         70 0.694773    0.694773           4 
         57 0.718837    0.736311           3 
         54 0.926228    0.926245           2 
         46 0.788457    0.788457           3 
         48 0.934048    0.934048           2 
         59 0.831056    0.831056           2 
